,Genus_Organism,Current_name_reviewed_AA,strain,ITS,TEF,TUB,rpb2,MAT1,MAT2,Genus_Host,Species_Host,Country,Title
9446,Macrophomina,Macrophomina phaseolina,CPC11062,KF951651,NA,NA,NA,NA,NA,Vigna,Vigna unguiculata,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9447,Macrophomina,Macrophomina phaseolina,CPC11064,KF951653,NA,NA,NA,NA,NA,Vigna,Vigna unguiculata,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9448,Macrophomina,Macrophomina phaseolina,52_13,MT039668,NA,NA,NA,NA,NA,Beta,Beta vulgaris,Serbia,Direct Submission
9449,Macrophomina,Macrophomina phaseolina,K_ILSO2_4_24,MK594631,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,Ecology and Diversity of Fungal Communities Associated with Soybean Seedling Diseases in the US Midwest
9450,Macrophomina,Macrophomina phaseolina,Mphsu,MT039673,NA,NA,NA,NA,NA,Helianthus,Helianthus sp.,Serbia,Direct Submission
9451,Macrophomina,Macrophomina phaseolina,CPC11096,KF951679,KF952049,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9452,Macrophomina,Macrophomina phaseolina,CPC11098,KF951680,KF952050,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9453,Macrophomina,Macrophomina phaseolina,CPC11099,KF951681,KF952051,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9454,Macrophomina,Macrophomina phaseolina,CPC11102,KF951684,KF952054,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9455,Macrophomina,Macrophomina phaseolina,CPC11103,KF951685,KF952055,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9456,Macrophomina,Macrophomina phaseolina,CPC11104,KF951686,KF952056,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9457,Macrophomina,Macrophomina phaseolina,CPC11107,KF951688,KF952059,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9458,Macrophomina,Macrophomina phaseolina,CPC11109,KF951689,KF952060,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9459,Macrophomina,Macrophomina phaseolina,CPC11111,KF951690,KF952062,NA,NA,NA,NA,NA,NA,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9460,Macrophomina,Macrophomina phaseolina,CPC11113,KF951692,KF952064,NA,NA,NA,NA,NA,NA,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9461,Macrophomina,Macrophomina phaseolina,CPC11115,KF951694,KF952066,NA,NA,NA,NA,NA,NA,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9462,Macrophomina,Macrophomina phaseolina,PD2107,MF563943,NA,NA,NA,NA,NA,NA,NA,NA,Heterokaryosis and diploid formation among Brazilian isolates of Macrophomina phaseolina
9463,Macrophomina,Macrophomina phaseolina,OA3S1_49,MG214585,NA,NA,NA,NA,NA,Solanum,Solanum nigrum,Kenya,Antagonistic activity of endophytic fungi isolated from roots of four solanaceous plant species against Phytophthora infestans
9464,Macrophomina,Macrophomina phaseolina,TOR_872,MK447886,MK447854,MK447918,NA,NA,NA,Vaccinium,Vaccinium sp.,Spain,"First Report of Charcoal Rot, Caused by Macrophomina phaseolina, on Blueberry in Southwestern Spain"
9465,Macrophomina,Macrophomina phaseolina,CPC11072,KF951661,KF952032,NA,NA,NA,NA,Vigna,Vigna unguiculata,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9466,Macrophomina,Macrophomina phaseolina,95_13,MT039672,NA,NA,NA,NA,NA,Beta,Beta vulgaris,Serbia,Direct Submission
9467,Macrophomina,Macrophomina phaseolina,RB14,HQ392780,NA,NA,NA,NA,NA,Cicer,Cicer arietinum,India,Molecular diversity of R. bataticola of chickpea from India
9468,Macrophomina,Macrophomina phaseolina,MPK_14,MT186839,NA,NA,NA,NA,NA,Mentha,Mentha arvensis,India,charcoal rot disease caused by Macrophomina phaseolina on Mentha arvensis cultivation in Indo-Gangetic Plain
9469,Macrophomina,Macrophomina phaseolina,MP_z11,MH371345,NA,NA,NA,NA,NA,Vigna,Vigna radiata,Pakistan,Molecular Characterization of Macrophomina phaseolina
9470,Macrophomina,Macrophomina phaseolina,CPC21474,KF951753,KF952121,NA,NA,NA,NA,Abelmoschus,Abelmoschus esculentus,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9471,Macrophomina,Macrophomina phaseolina,CPC21416,KF951715,KF952086,KF952176,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9472,Macrophomina,Macrophomina phaseolina,CPC21460,KF951746,KF952116,KF952204,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9473,Macrophomina,Macrophomina phaseolina,MpMx15_02,KX620950,NA,NA,NA,NA,NA,Glycine,Glycine max,Mexico,"Molecular identification and antagonism of Trichoderma native strains against Macrophomina phaseolina, causing charcoal rot of soybean"
9474,Macrophomina,Macrophomina phaseolina,CPC21481,KF951758,KF952125,KF952210,NA,NA,NA,Hibiscus,Hibiscus sabdariffa,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9475,Macrophomina,Macrophomina phaseolina,pc14,MK765906,NA,NA,NA,NA,NA,NA,NA,NA,Fungi isolated from populus
9476,Macrophomina,Macrophomina phaseolina,Mph_ISA571_18_00601,MH918638,NA,NA,NA,NA,NA,Phaseolus,Phaseolus vulgaris,Puerto Rico,Journal of Agriculture of the University of Puerto Rico
9477,Macrophomina,Macrophomina phaseolina,Mph_ISA76_18_00600,MH918639,NA,NA,NA,NA,NA,Phaseolus,Phaseolus vulgaris,Puerto Rico,Journal of Agriculture of the University of Puerto Rico
9478,Macrophomina,Macrophomina phaseolina,CPC21410,KF951713,KF952084,KF952174,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9479,Macrophomina,Macrophomina phaseolina,CPC21421,KF951718,KF952089,KF952179,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9480,Macrophomina,Macrophomina phaseolina,CPC21426,KF951722,KF952093,KF952183,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9481,Macrophomina,Macrophomina phaseolina,CPC21428,KF951724,KF952095,KF952185,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9482,Macrophomina,Macrophomina phaseolina,CPC21452,KF951741,KF952111,NA,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9483,Macrophomina,Macrophomina phaseolina,CPC21429,KF951725,NA,KF952186,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9484,Macrophomina,Macrophomina phaseolina,CPC21419,KF951716,KF952087,KF952177,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9485,Macrophomina,Macrophomina phaseolina,CPC21433,KF951728,KF952098,KF952189,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9486,Macrophomina,Macrophomina phaseolina,CPC21478,KF951757,KF952124,KF952209,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9487,Macrophomina,Macrophomina phaseolina,MpMx15_03,KX620949,NA,NA,NA,NA,NA,Glycine,Glycine max,Mexico,"Molecular identification and antagonism of Trichoderma native strains against Macrophomina phaseolina, causing charcoal rot of soybean"
9488,Macrophomina,Macrophomina phaseolina,CPC21504,KF951769,KF952134,KF952216,NA,NA,NA,Hibiscus,Hibiscus sabdariffa,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9489,Macrophomina,Macrophomina phaseolina,L1,MH191216,NA,NA,NA,NA,NA,Lens,Lens sp.,NA,Direct Submission
9490,Macrophomina,Macrophomina phaseolina,CPC13082,KF951697,KF952069,NA,NA,NA,NA,Sorghum,Sorghum bicolor,Mexico,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9491,Macrophomina,Macrophomina phaseolina,CPC21485,KF951760,KF952126,NA,NA,NA,NA,Sorghum,Sorghum sp.,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9492,Macrophomina,Macrophomina phaseolina,CPC21405,KF951709,KF952080,KF952170,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9493,Macrophomina,Macrophomina phaseolina,CPC21420,KF951717,KF952088,KF952178,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9494,Macrophomina,Macrophomina phaseolina,CPC21444,KF951735,KF952105,KF952195,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9495,Macrophomina,Macrophomina phaseolina,CPC21445,KF951736,KF952106,KF952196,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9496,Macrophomina,Macrophomina phaseolina,CPC21456,KF951745,KF952115,KF952203,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9497,Macrophomina,Macrophomina phaseolina,CPC21462,KF951748,KF952118,KF952205,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9498,Macrophomina,Macrophomina phaseolina,CPC21495,KF951765,KF952130,NA,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9499,Macrophomina,Macrophomina phaseolina,CPC21497,KF951767,KF952132,KF952214,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9500,Macrophomina,Macrophomina phaseolina,CPC21516,KF951777,KF952139,KF952221,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9501,Macrophomina,Macrophomina phaseolina,CPC21470,KF951752,KF952120,NA,NA,NA,NA,Abelmoschus,Abelmoschus esculentus,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9502,Macrophomina,Macrophomina phaseolina,CPC21476,KF951755,KF952122,KF952207,NA,NA,NA,Abelmoschus,Abelmoschus esculentus,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9503,Macrophomina,Macrophomina phaseolina,CPC21486,KF951761,KF952127,KF952211,NA,NA,NA,Abelmoschus,Abelmoschus esculentus,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9504,Macrophomina,Macrophomina phaseolina,CPC21424,KF951720,KF952091,KF952181,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9505,Macrophomina,Macrophomina phaseolina,CSB_F308,KU680393,NA,NA,NA,NA,NA,Brachiaria,Brachiaria sp.,Kenya,Diversity of Fungal Endophytes of Native African Grass; Brachiaria spp
9506,Macrophomina,Macrophomina phaseolina,PNC_26,KC456281,NA,NA,NA,NA,NA,Cicer,Cicer arietinum,China,Molecular Phylogenetics of Phoma and Phyllosticta
9507,Macrophomina,Macrophomina phaseolina,GG3F18,KY419548,NA,NA,NA,NA,NA,Glycyrrhiza,Glycyrrhiza glabra,India,Fungal endophytic community associated with Glycyrrhiza glabra
9508,Macrophomina,Macrophomina phaseolina,CPC21423,KF951719,KF952090,KF952180,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9509,Macrophomina,Macrophomina phaseolina,CPC21425,KF951721,KF952092,KF952182,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9510,Macrophomina,Macrophomina phaseolina,CPC21453,KF951742,KF952112,KF952200,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9511,Macrophomina,Macrophomina phaseolina,CPC21534,KF951784,KF952146,KF952226,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9512,Macrophomina,Macrophomina phaseolina,CPC21436,KF951729,KF952099,KF952190,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9513,Macrophomina,Macrophomina phaseolina,CPC21483,KF951759,NA,NA,NA,NA,NA,Arachis,Arachis hypogaea,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9514,Macrophomina,Macrophomina phaseolina,RB80,HQ392815,NA,NA,NA,NA,NA,Cicer,Cicer arietinum,India,Molecular diversity of R. bataticola of chickpea from India
9515,Macrophomina,Macrophomina phaseolina,MpMx15_01,KX620951,NA,NA,NA,NA,NA,Glycine,Glycine max,Mexico,"Molecular identification and antagonism of Trichoderma native strains against Macrophomina phaseolina, causing charcoal rot of soybean"
9516,Macrophomina,Macrophomina phaseolina,CPC21505,KF951770,KF952135,KF952217,NA,NA,NA,Hibiscus,Hibiscus sabdariffa,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9517,Macrophomina,Macrophomina phaseolina,CPC11083,KF951670,KF952040,NA,NA,NA,NA,NA,NA,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9518,Macrophomina,Macrophomina phaseolina,CPC11114,KF951693,KF952065,NA,NA,NA,NA,NA,NA,Niger,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9519,Macrophomina,Macrophomina phaseolina,BRIP70780,MN636633,NA,NA,NA,NA,NA,Sorghum,Sorghum sp.,Australia,"Draft Genome Resource for Macrophomina phaseolina, the Causal Agent of Charcoal Rot in Sorghum"
9520,Macrophomina,Macrophomina phaseolina,CPC21391,KF951704,KF952075,KF952166,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9521,Macrophomina,Macrophomina phaseolina,CPC21443,KF951734,KF952104,KF952194,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9522,Macrophomina,Macrophomina phaseolina,CPC21463,KF951749,KF952119,KF952206,NA,NA,NA,Vigna,Vigna unguiculata,Senegal,"Genetic diversity in Macrophomina phaseolina, the causal agent of charcoal rot"
9523,Macrophomina,Macrophomina phaseolina,RB49,HQ392797,NA,NA,NA,NA,NA,Cicer,Cicer arietinum,India,Molecular diversity of R. bataticola of chickpea from India
9524,Macrophomina,Macrophomina phaseolina,RB53,HQ392799,NA,NA,NA,NA,NA,Cicer,Cicer arietinum,India,Molecular diversity of R. bataticola of chickpea from India
9525,Macrophomina,Macrophomina phaseolina,MP181,GU046850,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,Spatial and temporal genetic variabity of Macrophomina phaeseolina populations from mid latitudes
9526,Macrophomina,Macrophomina phaseolina,MAC33,GU046811,NA,NA,NA,NA,NA,Helianthus,Helianthus annuus,Italy,Spatial and temporal genetic variabity of Macrophomina phaeseolina populations from mid latitudes
9527,Macrophomina,Macrophomina phaseolina,MPKS098,FJ395231,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9528,Macrophomina,Macrophomina phaseolina,MPKS100,FJ395232,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9529,Macrophomina,Macrophomina phaseolina,MPKS133,FJ395233,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9530,Macrophomina,Macrophomina phaseolina,MPKS138,FJ395234,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9531,Macrophomina,Macrophomina phaseolina,MPKS271,FJ395240,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9532,Macrophomina,Macrophomina phaseolina,MPKS283,FJ395241,NA,NA,NA,NA,NA,Glycine,Glycine max,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9533,Macrophomina,Macrophomina phaseolina,MPKS313,FJ395244,NA,NA,NA,NA,NA,Helianthus,Helianthus sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9534,Macrophomina,Macrophomina phaseolina,MPKS327,FJ395247,NA,NA,NA,NA,NA,Helianthus,Helianthus sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9535,Macrophomina,Macrophomina phaseolina,MAC1,GU046806,NA,NA,NA,NA,NA,Helianthus,Helianthus annuus,Italy,Spatial and temporal genetic variabity of Macrophomina phaeseolina populations from mid latitudes
9536,Macrophomina,Macrophomina phaseolina,MPAZ134,FJ395242,NA,NA,NA,NA,NA,NA,NA,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9537,Macrophomina,Macrophomina phaseolina,XSXG13,JQ676193,NA,NA,NA,NA,NA,NA,NA,NA,Medicinal plant endophytes produce analogous bioactive compounds
9538,Macrophomina,Macrophomina phaseolina,CFE_68,MK614785,NA,NA,NA,NA,NA,NA,NA,India,To study diversity of endophytic fungi in citrus
9539,Macrophomina,Macrophomina phaseolina,y_042,MN192148,NA,NA,NA,NA,NA,NA,NA,NA,Direct Submission
9540,Macrophomina,Macrophomina phaseolina,MPKS004,FJ395221,NA,NA,NA,NA,NA,Panicum,Panicum sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9541,Macrophomina,Macrophomina phaseolina,MPKS003,FJ395222,NA,NA,NA,NA,NA,Panicum,Panicum sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9542,Macrophomina,Macrophomina phaseolina,Veracruz1,KJ609175,NA,NA,NA,NA,NA,Saccharum,Saccharum sp.,Mexico,First Report of Charcoal Rot of Sugarcane Caused by Macrophomina phaseolina in Mexico
9543,Macrophomina,Macrophomina phaseolina,MPKS175,FJ395235,NA,NA,NA,NA,NA,Sorghum,Sorghum sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9544,Macrophomina,Macrophomina phaseolina,MPKS203,FJ395236,NA,NA,NA,NA,NA,Sorghum,Sorghum sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
9545,Macrophomina,Macrophomina phaseolina,MPKS031,FJ395223,NA,NA,NA,NA,NA,Zea,Zea sp.,United States of America,"Relatedness of Macrophomina phaseolina isolates from tallgrass prairie, maize, soybean and sorghum"
